Word,stress_pattern
insistent,0-1-0
insistently,0-1-0-0
insisting,0-1-0
insists,0-1
insists,0-1
insists,0-1
insofar,1-0-0
insolence,1-0-0
insolent,1-0-0
insoluble,0-1-0-0
insolvency,0-1-0-0
insolvent,0-1-0
insomnia,0-1-0-0
insomniac,0-1-0-2
insouciance,0-1-0-0
insouciance,0-1-0
Insouciant,0-1-0
inspect,0-1
inspected,0-1-0
inspecting,0-1-0
inspection,0-1-0
inspections,0-1-0
Inspector,0-1-0
inspectors,0-1-0
inspects,0-1
inspiration,2-0-1-0
inspirational,2-0-1-0-0
inspirations,2-0-1-0
inspire,0-1
inspired,0-1-0
inspires,0-1
inspiring,0-1-0-0
inspiring,0-1-0
instabilities,2-0-1-0-0
instability,2-0-1-0-0
install,0-1
installation,2-0-1-0
installations,2-0-1-0
installed,0-1
installers,0-1-0
installing,0-1-0
installment,0-1-0
installments,0-1-0
installs,0-1
instance,1-0
instances,1-0-0
instances,1-0-0
instant,1-0
instantaneous,2-0-1-0-0
instantaneously,2-0-1-0-0-0
instantly,1-0-0
instead,0-1
instigate,1-0-2
instigated,1-0-2-0
instigates,1-0-2
instigating,1-0-2-0
instigation,2-0-1-0
instigator,1-0-2-0
instigators,1-0-2-0
instill,0-1
instilled,0-1
instilling,0-1-0
instills,0-1
instinct,1-0
instinctive,0-1-0
instinctively,0-1-0-0
instincts,1-0
institute,1-0-2
instituted,1-0-2-0
institutes,1-0-2
instituting,1-0-2-0
institution,2-0-1-0
institutional,2-0-1-0-0
institutionalization,0-0-2-0-0-0-1-0
institutionalized,2-0-1-0-0-0
institutionalizing,2-0-1-0-0-0-0
institutions,2-0-1-0
instruct,0-1
instructed,0-1-0
instructed,0-1-0
instructing,0-1-0
instruction,0-1-0
instructional,0-1-0-0
instructions,0-1-0
instructive,0-1-0
instructor,0-1-0
instructors,0-1-0
instructs,0-1
instrument,1-0-0
instrumental,2-0-1-0
instrumental,2-0-1-0
instrumentalists,2-0-1-0-0
instrumentalists,2-0-1-0-0
instrumentalists,2-0-1-0-0
instrumentalists,2-0-1-0-0
instrumentals,2-0-1-0
instrumentals,2-0-1-0
instrumentation,2-0-2-1-0
instruments,1-0-0
insubordinate,0-0-1-0-0
insubordinate,0-0-1-0-2
insubordination,0-0-2-0-1-0
insubstantial,0-0-1-0
insubstantial,0-0-1-0
insufferable,0-1-0-0-0
insufficient,0-0-1-0
insufficiently,2-0-1-0-0
insular,1-0-0
insulate,1-0-2
insulated,1-0-2-0
insulated,1-0-2-0
insulating,1-0-2-0
insulation,2-0-1-0
insulator,1-0-2-0
insulin,1-0-0
insult,0-1
insult,1-2
insulted,0-1-0
insulting,0-1-0
insults,0-1
insults,1-2
insupportable,0-0-1-0-0
insurance,0-1-0
insurances,0-1-0-0
insure,0-1
insured,0-1
insurers,0-1-0
insures,0-1
insurgency,0-1-0-0
insurgent,0-1-0
insurgents,0-1-0
insuring,0-1-0
insurmountable,2-0-1-0-0
insurrection,2-0-1-0
intact,0-1
intaglio,0-1-0
intaglio,0-1-0
intake,1-2
intangible,0-1-0-0
intangibles,0-1-0-0
integer,1-0-0
integers,1-0-0
integral,1-0-0
integral,1-0-0
integrate,1-0-2
integrate,1-0-2
integrated,1-0-2-0
integrated,1-0-2-0
integrated,1-0-2-0
integrated,1-0-2-0
integrates,1-0-2
integrates,1-0-2
integrating,1-0-2-0
integrating,1-0-2-0
integration,2-0-1-0
integration,2-0-1-0
integrator,1-0-2-0
integrator,1-0-2-0
integrity,0-1-0-0
integrity,0-1-0-0
intel,2-1
intellect,1-0-2
intellect,1-0-2
intellects,1-0-2
intellects,1-0-2
intellects,1-0-2
intellects,1-0-2
intellectual,2-0-1-0-0
intellectual,2-0-1-0-0
intellectualism,0-2-0-1-0-2-0
intellectualism,0-2-0-1-0-2-0
intellectually,2-0-1-0-0-0
intellectually,2-0-1-0-0
intellectually,2-0-1-0-0-0
intellectually,2-0-1-0-0
intellectuals,2-0-1-0-0
intelligence,0-1-0-0
intelligent,0-1-0-0
intelligently,0-1-0-0-0
intelligentsia,0-2-0-1-0-0
intelligible,0-1-0-0-0
intemperate,0-1-0-0
intend,0-1
intended,0-1-0
intended,0-1-0
intending,0-1-0
intends,0-1
intense,0-1
intensely,0-1-0
intensified,0-1-0-2
intensifies,0-1-0-2
intensify,0-1-0-2
intensifying,0-1-0-2-0
intensity,0-1-0-0
intensity,0-1-0-0
intensive,0-1-0
intensively,0-1-0-0
intent,0-1
intention,0-1-0
intentional,0-1-0-0
intentionally,0-1-0-0-0
intentioned,0-1-0
intentions,0-1-0
intently,0-1-0
intents,0-1
inter,0-1
interact,2-0-1
interact,2-0-1
interacted,2-0-1-0
interacted,2-0-1-0
interacting,2-0-1-0
interacting,2-0-1-0
interaction,2-0-1-0
interaction,2-0-1-0
interactions,2-0-1-0
interactions,2-0-1-0
interactive,2-0-1-0
interactive,2-0-1-0
interacts,2-0-1
interacts,2-0-1
interagency,2-0-1-0-0
interbank,2-0-1
interbred,2-0-1
intercede,2-0-1
interceded,2-0-1-0
interceding,2-0-1-0
intercellular,2-0-1-0-0
intercept,2-0-1
intercept,2-0-1
intercepted,2-0-1-0
intercepted,2-0-1-0
intercepted,2-0-1-0
intercepted,2-0-1-0
intercepting,2-0-1-0
intercepting,2-0-1-0
interception,2-0-1-0
interception,2-0-1-0
interceptions,2-0-1-0
interceptions,2-0-1-0
interceptor,2-0-1-0
interceptor,2-0-1-0
interceptors,2-0-1-0
interceptors,2-0-1-0
intercepts,2-0-1
intercepts,2-0-1
intercession,2-0-1-0
intercession,2-0-1-0
interchange,2-0-1
interchange,2-0-1
interchangeable,2-0-1-0-0
interchangeable,2-0-1-0-0
intercity,1-0-2-0
intercity,1-0-2-0
intercollegiate,2-0-0-1-0
intercom,1-0-2
interconnect,2-0-0-1
interconnected,2-0-0-1-0
interconnection,2-0-0-1-0
intercontinental,2-0-2-0-1-0
intercourse,1-0-2
intercourse,1-0-2
interdependent,2-0-0-1-0
interdict,1-0-2
interdiction,2-0-1-0
interdisciplinary,2-0-1-0-0-2-0
interest,1-0-0
interest,1-0-0
interest,1-0
interest,1-0
interested,1-0-0-0
interested,1-0-0-0
interested,1-0-0
interested,1-0-0
interesting,1-0-0-0
interesting,1-0-0-0
interesting,1-0-0
interesting,1-0-0
interestingly,1-0-2-0-0
interests,1-0-0
interests,1-0-0
interests,1-0
interests,1-0
interface,1-0-2
interface,1-0-2
interfaces,1-0-2-0
interfaces,1-0-2-0
interfaith,2-0-1
interfere,2-0-1
interfere,2-0-1
interfered,2-0-1
interfered,2-0-1
interference,2-0-1-0
interference,2-0-1-0
interferes,2-0-1
interferes,2-0-1
interfering,2-0-1-0
interfering,2-0-1-0
interferon,2-0-1-0
interferon,0-0-1-0
interim,1-0-0
interim,1-0-0
interim,1-0
interior,0-1-0-0
interiors,0-1-0-0
interject,2-0-1
interjection,2-0-1-0
interjections,2-0-1-0
Interlace,2-0-1
interlaced,2-0-1
interlinked,2-0-1
interlock,2-0-1
interlocked,2-0-1
interlocking,1-0-2-0
interloper,1-0-2-0
interlude,1-0-2
interludes,1-0-2
intermarry,2-0-1-0
intermediaries,2-0-1-0-2-0
intermediaries,2-0-1-0-2-0
intermediary,2-0-1-0-0-0
intermediary,2-0-1-0-0-0
intermediate,2-0-1-0-0
intermediate,2-0-1-0-0
intermediates,2-0-1-0-0
intermediates,2-0-1-0-0
intermediates,2-0-1-0-0
intermediates,2-0-1-0-0
interminable,0-1-0-0-0
interminably,1-0-0-2-0
interminably,2-1-0-0-0
intermingle,2-0-1-0
intermingled,2-0-1-0
intermingling,2-0-1-0-0
intermingling,2-0-1-0
intermission,2-0-1-0
intermissions,2-0-1-0
intermittent,2-0-1-0
intermittently,2-0-1-0-0
intermix,2-0-1
Intermountain,0-0-1-0
intern,1-0
internal,0-1-0
internalize,0-1-0-2
internalized,0-1-0-2
internally,0-1-0-0
international,2-0-1-0-0
international,2-0-1-0-0
internationalist,0-0-1-0-0-0
internationalist,0-0-1-0-0-0
internationally,2-0-1-0-0-0
internationally,2-0-1-0-0
internationally,2-0-1-0-0-0
internationally,2-0-1-0-0
internationals,2-0-1-0-0
internecine,0-1-0-2
interned,1-2
internees,0-0-1
internet,1-0-2
internist,0-1-0
internment,0-1-0
interns,1-0
internship,1-0-2
internships,1-0-2
interoffice,2-0-1-0
interpersonal,2-0-1-0-0
interplanetary,2-0-1-0-2-0
interplay,1-0-2
Interpol,1-0-2
interpose,2-0-1
interpret,0-1-0
interpretation,0-2-0-1-0
interpretations,0-2-0-1-0
interpreted,0-1-0-0
interpreter,0-1-0-0
interpreters,0-1-0-0
interpreting,1-0-2-0
interpretive,0-1-0-0
interprets,0-1-0
interracial,2-0-1-0
interred,2-1
interrelated,2-0-0-1-0
interrelated,2-0-0-1-0
interrelationship,1-0-0-1-0-0
interrogate,0-1-0-2
interrogated,0-1-0-2-0
interrogating,0-1-0-2-0
interrogation,0-2-0-1-0
interrogations,0-2-0-1-0
interrogator,2-1-0-2-0
interrogatories,0-0-1-0-2-0
interrogators,2-1-0-2-0
interrogatory,0-0-1-0-2-0
interrupt,2-0-1
interrupt,2-0-1
interrupted,2-0-1-0
interrupted,2-0-1-0
interrupting,2-0-1-0
interrupting,2-0-1-0
interruption,2-0-1-0
interruption,2-0-1-0
interruptions,2-0-1-0
interruptions,2-0-1-0
interrupts,2-0-1
interrupts,2-0-1
interscholastic,2-0-0-1-0
intersect,2-0-1
intersect,2-0-1
intersected,2-0-1-0
intersected,2-0-1-0
intersecting,2-0-1-0
intersecting,2-0-1-0
intersection,2-0-1-0
intersection,2-0-1-0
intersections,2-0-1-0
intersections,2-0-1-0
intersects,2-0-1
intersects,2-0-1
intersects,2-0-1
intersects,2-0-1
intersperse,2-0-1
interspersed,2-0-1
interstate,2-0-1
interstate,2-0-1
interstates,1-0-2
interstates,1-0-2
interstellar,2-0-1-0
intertwine,0-0-1
intertwined,0-0-1
intertwining,1-0-2-0
interval,1-0-0
interval,1-0-0
intervals,1-0-0
intervals,1-0-0
intervene,2-0-1
intervene,2-0-1
intervened,2-0-1
intervened,2-0-1
intervenes,2-0-1
intervenes,2-0-1
intervening,2-0-1-0
intervening,2-0-1-0
intervenor,2-0-1-0
intervenor,2-0-1-0
intervention,2-0-1-0
intervention,2-0-1-0
interventionist,2-0-1-0-0
interventionist,2-0-1-0-0
interventionists,2-0-1-0-0
interventionists,2-0-1-0-0
interventionists,2-0-1-0-0
interventionists,2-0-1-0-0
interventions,2-0-1-0
interventions,2-0-1-0
interview,1-0-2
interview,1-0-2
interviewed,1-0-2
interviewed,1-0-2
interviewee,0-0-0-1
interviewee,0-0-0-1
interviewees,0-0-0-1
interviewees,0-0-0-1
interviewer,1-0-2-0
interviewer,1-0-2-0
interviewers,1-0-2-0
interviewers,1-0-2-0
interviewing,1-0-2-0
interviewing,1-0-2-0
interviews,1-0-2
interviews,1-0-2
interweave,2-0-1
interwoven,2-0-1-0
intestinal,0-1-0-0
intestine,0-1-0
intestines,0-1-0
intimacy,1-0-0-0
intimate,1-0-0
intimate,1-0-0
intimate,1-0-2
intimated,1-0-2-0
intimately,1-0-0-0
intimates,1-0-0
intimations,2-0-1-0
intimidate,0-1-0-2
intimidated,0-1-0-2-0
intimidates,0-1-0-2
intimidating,0-1-0-2-0
intimidation,0-2-0-1-0
into,0-0
into,0-1
into,1-0
intolerable,0-1-0-0-0
intolerably,0-1-0-0-0
intolerance,0-1-0-0
intolerant,0-1-0-0
intonation,0-0-1-0
intonations,0-0-1-0
intone,0-1
intoned,0-1
intoxicate,0-1-0-2
intoxicated,0-1-0-2-0
intoxicated,0-1-0-2-0
intoxicates,0-1-0-2
intoxicating,0-1-0-2-0
intoxication,0-2-0-1-0
intracranial,2-0-1-0-0
intractable,0-1-0-0
intramural,2-0-1-0
intransigence,0-1-0-0
intransigence,0-1-0-0
intransigent,0-1-0-0
intransigent,0-1-0-0
Intraocular,2-0-1-0-0
intraparty,1-0-2-0
intrastate,2-0-1
intrauterine,2-0-1-0-0
intravenous,2-0-1-0
intravenously,0-1-0-0-0
intravenously,0-0-1-0-0
intrepid,0-1-0
intrepidly,0-1-0-0
intricacies,1-0-0-0
intricacy,1-0-0-0
intricate,1-0-0
intricately,1-0-0-0
intrigue,0-1
intrigue,1-0
intrigued,0-1
intrigued,1-0
intrigues,0-1
intrigues,1-0
intriguing,0-1-0
intriguingly,0-1-0-0
intrinsic,0-1-0
intrinsically,0-1-0-0-0
intrinsically,0-1-0-0
intro,1-0
introduce,2-0-1
introduce,2-0-1
introduced,2-0-1
introduced,2-0-1
introduces,2-0-1-0
introduces,2-0-1-0
introducing,2-0-1-0
introducing,2-0-1-0
introduction,2-0-1-0
introduction,2-0-1-0
introductions,2-0-1-0
introductions,2-0-1-0
introductory,2-0-1-0-0
introductory,2-0-1-0-0
intros,1-0
introspect,1-0-2
introspection,2-0-1-0
introspection,2-0-1-0
introspective,2-0-1-0
introspective,2-0-1-0
introvert,1-0-2
introverted,1-0-2-0
intrude,0-1
intruded,0-1-0
intruder,0-1-0
intruders,0-1-0
intrudes,0-1
intruding,0-1-0
intrusion,0-1-0
intrusions,0-1-0
intrusive,0-1-0
intuit,0-1-0
intuition,2-0-1-0
intuitive,0-1-0-0
intuitively,0-1-0-0-0
inundated,1-0-2-0
inundating,0-1-2-0
inundating,1-0-2-0
inundation,2-0-1-0
inure,0-1
inured,0-1
invade,0-1
invaded,0-1-0
invaded,0-1-0
invader,0-1-0
invaders,0-1-0
invades,0-1
invading,0-1-0
invalid,0-1-0
invalid,1-0-0
invalid,1-0-0
invalidate,0-1-0-2
invalidated,0-1-0-2-0
invalidated,0-1-0-2-0
invalidation,0-2-0-1-0
invalids,1-0-0
invaluable,0-1-0-0
invariable,0-1-0-0-0
invariably,0-1-0-0-0
invariance,0-1-0-0
invasion,0-1-0
invasions,0-1-0
invasive,0-1-0
invective,0-1-0
invent,0-1
invented,0-1-0
invented,0-1-0
inventing,0-1-0
invention,0-1-0
inventions,0-1-0
inventive,0-1-0
inventiveness,0-1-0-0
inventor,0-1-0
inventoried,1-0-2-0
inventories,2-0-1-0
inventors,0-1-0
inventory,2-0-1-0
invents,0-1
Inverness,1-0-2
inverse,0-1
inversely,0-1-0
inversion,0-1-0
invert,0-1
invertebrate,2-1-0-0
invertebrate,2-1-0-2
invertebrates,0-1-0-0
invertebrates,2-1-0-2
inverted,0-1-0
invest,0-1
invested,0-1-0
invested,0-1-0
investigate,0-1-0-2
investigated,0-1-0-2-0
investigated,0-1-0-2-0
investigates,0-1-0-2
investigating,0-1-0-2-0
investigation,0-2-0-1-0
investigations,0-2-0-1-0
investigative,0-1-0-2-0
investigator,0-1-0-2-0
investigators,0-1-0-2-0
investing,0-1-0
investiture,0-1-0-0
investment,0-1-0
investment,0-1-0
investments,0-1-0
investments,0-1-0
investor,0-1-0
investors,0-1-0
invests,0-1
invests,0-1
invests,0-1
inveterate,0-1-0-0
invigorate,0-1-0-0
invigorated,0-1-0-2-0
invigorating,0-1-0-2-0
invincibility,0-2-0-1-0-0
invincible,0-1-0-0
inviolable,0-1-0-0-0
inviolate,0-1-0-0
invisibility,0-2-0-1-0-0
invisible,0-1-0-0
invitation,2-0-1-0
invitational,2-0-1-0-0
invitations,2-0-1-0
invite,0-1
invited,0-1-0
invited,0-1-0
invitee,0-0-1
invitees,0-0-1
invites,0-1
inviting,0-1-0
invocation,2-0-1-0
invoice,1-0
invoices,1-0-0
invoke,0-1
invoked,0-1
invokes,0-1
invoking,0-1-0
involuntarily,2-2-0-1-0-0
involuntarily,2-0-1-0-2-0
involuntary,0-1-0-2-0
involve,0-1
involved,0-1
involvement,0-1-0
involvements,0-1-0
involves,0-1
involving,0-1-0
invulnerable,0-1-0-0-0
inward,1-0
inwardly,1-0-0
io,1-0
iodide,1-0-2
iodine,1-0-2
ion,1-2
ion,1-0
ionic,0-1-0
ionization,2-0-0-1-0
ionosphere,0-1-0-0
ionosphere,0-1-0-0
ions,1-2
ions,1-0
iota,0-1-0
Iou,2-2-1
Iowa,1-0-0
Iowa,1-0-0
Ira,1-1-1
Ira,1-0
Iran,2-1
Iran,0-1
Iranian,0-1-0-0
Iranian,0-1-0-0
Iranians,0-1-0-0
Iranians,0-1-0-0
Iraq,2-1
Iraq,0-1
Iraq,2-1
Iraqi,2-1-0
Iraqi,0-1-0
Iraqi,2-1-0
irascible,0-1-0-0
irate,0-1
ire,1
Ireland,1-0-0
Ireland,1-0
Irene,0-1
iridescent,2-0-1-0
iridium,0-1-0-0
Iris,1-0
Iris,1-0
irises,1-0-0
Irish,1-0
Irishman,1-0-0
irk,1
irked,1
irks,1
irksome,1-0
iron,1-0
ironclad,1-0-2
ironed,1-0
ironic,0-1-0
ironical,0-1-0-0
ironically,0-1-0-0
ironies,1-0-0
ironing,1-0-0
ironing,1-0
irons,1-0
Ironside,1-0-2
Ironsides,1-0-2
ironwood,1-0-2
irony,1-0-0
Iroquois,1-0-2
irradiate,0-1-0-2
irradiated,0-1-0-2-0
irradiation,0-2-0-1-0
irrational,0-1-0-0
irrationality,0-2-0-1-0-0
irrationally,0-1-0-0-0
irrationally,0-1-0-0
irreconcilable,0-1-0-2-0-0
irrefutable,0-0-1-0-0
irregardless,0-0-1-0
irregular,0-1-0-0
irregularities,0-0-0-1-0-0
irregularity,0-2-0-1-0-0
irregulars,0-1-0-0
irrelevancy,0-1-0-0-0
irrelevant,0-1-0-0
irreparable,0-1-0-0-0
irreparably,0-1-0-0-0
irreplaceable,0-0-1-0-0
irrepressible,0-0-1-0-0
irresistible,2-0-1-0-0
irresistibly,2-0-1-0-0
irrespective,0-0-1-0
irresponsibility,0-0-2-0-1-0-0
irresponsible,0-0-1-0-0
irresponsibly,0-0-1-0-0
irretrievably,0-0-1-0-0
irreverence,0-1-0-0
irreverent,0-1-0-0
irreversible,2-0-1-0-0
irreversibly,2-0-1-0-0
irrevocable,0-1-0-0-0
irrevocably,0-1-0-0-0
irrevocably,0-2-1-0-0
irrigate,1-0-2
irrigated,1-0-2-0
irrigation,2-0-1-0
irritability,0-0-0-1-0-0
irritable,1-0-0-0
irritant,1-0-0
irritants,1-0-0
irritate,1-0-2
irritated,1-0-2-0
irritates,1-0-2
irritating,1-0-2-0
irritation,2-0-1-0
irritations,2-0-1-0
is,0
is,1
Isaac,1-0
Isaac,1-0
Isabel,1-0-2
Isabella,2-0-1-0
Isaiah,2-1-0
Iscariot,0-1-0-0
ischemia,0-1-0-0
ise,1
ish,1
Ishmael,1-0
Ishmael,1-0
Isis,1-0
Islam,0-1
Islam,1-2
Islam,1-0
islamic,0-1-0
island,1-0
islander,1-0-0
islanders,1-0-0
islands,1-0
isle,1
isles,1
ism,1-0
isms,1-0
isocyanate,2-0-1-0-2
isolate,1-0-2
isolated,1-0-2-0
isolated,1-0-2-0
isolates,1-0-2
isolating,1-0-2-0
isolation,2-0-1-0
isolationism,2-0-1-0-2-0
isolationist,2-0-1-0-0
isolationists,2-0-1-0-0
isolationists,2-0-1-0-0
Isolde,1-0
Isolde,0-1-0
isosceles,0-1-0-2
Isothermal,2-0-1-0
isotonic,2-0-1-0
isotope,1-0-2
isotopes,1-0-2
isotopic,2-0-1-0
Israel,1-0
Israel,1-0-0
Israeli,0-1-0
Israelis,0-1-0
issuance,1-0-0
issue,1-0
issued,1-0
issues,1-0
issuing,1-0-0
Istanbul,2-0-1
isthmus,1-0
it,0
it,1
ita,1-0
ita,1-1-1
Italian,0-1-0
Italians,0-1-0
italic,0-1-0
italics,0-1-0
Italy,1-0-0
itch,1
itches,1-0
itches,1-0
itching,1-0
itchy,1-0
item,1-0
itemize,1-0-2
itemized,1-0-2
itemizing,1-0-2-0
items,1-0
itinerant,0-1-0-0
itineraries,0-1-0-2-0
itinerary,0-1-0-2-0
its,0
its,1
itself,0-1
itsy,1-0
Iva,1-0
ivory,1-0-0
ivory,1-0
Ivy,1-0
J,1
Ja,1
jab,1
jabbed,1
jabbing,1-0
jabs,1
Jack,1
Jackal,1-0
jackass,1-2
jacked,1
jacket,1-0
jacket,1-0
jacketed,1-0-0
jackets,1-0
jackhammer,1-2-0
jackhammers,1-2-0
Jackie,1-0
jacking,1-0
Jackman,1-0
Jacko,1-0
jackpot,1-2
jackpots,1-2
jackrabbit,1-2-0
jacks,1
Jackson,1-0
Jacksonian,0-1-0-0
Jacksonville,1-0-2
Jacky,1-0
Jacob,1-0
Jacobean,2-0-1-0
Jacoby,0-1-0
Jacqueline,1-0-0
Jacqueline,1-0
Jacqueline,1-0-0
Jade,1
jaded,1-0
jaded,1-0
Jaeger,1-0
Jaeger,1-0
Jager,1-0
jagged,1
Jagger,1-0
jags,1
Jaguar,1-2
Jaguars,1-2
Jai,1
Jai,1
jail,1
jailed,1
Jailer,1-0
jailers,1-0
jailhouse,1-2
jailing,1-0
jails,1
jain,1
jain,1
Jakarta,0-1-0
Jake,1
Jakes,1
jalapeno,2-0-1-0
jalapeno,2-0-1-0
jalopy,0-1-0
jam,1
jama,1-0
Jamaica,0-1-0
Jamaican,0-1-0
Jamaicans,0-1-0
jamb,1
James,1
Jameson,1-0
Jamestown,1-2
jammed,1
Jammer,1-0
jammers,1-0
jamming,1-0
jams,1
Jane,1
Janeiro,0-1-2
Janeiro,0-1-2
Janes,1
Janet,1-0
Janet,1-0
jangle,1-0
jangled,1-0
janitor,1-0-0
janitorial,2-0-1-0-0
janitors,1-0-0
Jann,1
Jansenist,1-0-0
January,1-0-2-0
Janus,1-0
Jap,1
Japan,0-1
Japanese,2-0-1
Japans,0-1
jar,1
Jara,1-0
Jardin,1-0
jargon,1-0
jarred,1
jarring,1-0
jars,1
Jasmin,1-0
Jasmine,1-0
Jasmine,1-0
Jason,1-0
Jasper,1-0
Jaspers,1-0
jaundice,1-0
jaundiced,1-0
jaunt,1
jauntily,1-0-0
jaunts,1
jaunty,1-0
java,1-0
Javanese,2-0-1
javelin,1-0-0
javelin,1-0-0
javelin,1-0
javelin,1-0
jaw,1
jawbone,1-2
jawboning,1-2-0
jawed,1
jaws,1
Jay,1
Jaycee,1-1
Jaycees,1-1
Jayhawker,1-0-0
Jays,1
jaywalk,1-2
jaywalking,1-2-0
jazz,1
jazzed,1
jazzman,1-2
jazzy,1-0
jealous,1-0
jealousies,1-0-0
jealously,1-0-0
jealousy,1-0-0
Jean,1
Jeanne,1
Jeannette,0-1
jeans,1
Jed,1
Jee,1
jeep,1
jeeps,1
jeer,1
jeered,1
jeering,1-0
jeers,1
Jees,1
Jeez,1
Jeff,1
Jefferson,1-0-0
Jeffersonian,2-0-1-0-0
Jehovah,0-1-0
Jekyll,1-0
jell,1
jelled,1
Jellied,1-0
jellies,1-0
Jello,1-0
jelly,1-0
jellyfish,1-0-2
Jemima,0-1-0
Jen,1
Jenna,1-0
Jennie,1-0
Jenny,1-0
jeopardize,1-0-2
jeopardized,1-0-2
jeopardizes,1-0-2-0
jeopardizing,1-0-2-0
jeopardy,1-0-0
Jere,1-0
Jeremiah,2-0-1-0
Jeremy,1-0-0
Jericho,1-0-2
jerk,1
jerked,1
jerking,1-0
Jerkins,1-0
jerks,1
jerky,1-0
jeroboam,2-0-1-0
Jerry,1-0
Jersey,1-0
jerseys,1-0
Jerusalem,0-1-0-0
Jess,1
Jesse,1-0
jest,1
jester,1-0
jesters,1-0
jests,1
Jesuit,1-0-0
Jesuits,1-0-0
Jesus,1-0
jet,1
jetliner,1-2-0
jetliners,1-2-0
jets,1
Jetstream,1-2
jetted,1-0
jetting,1-0
jettison,1-0-0
jettisoned,1-0-0
jetty,1-0
Jew,1
jewel,1-0
jewel,1
jeweler,1-0-0
jeweler,1-0
jewelers,1-0-0
jewelers,1-0
jewellers,1-0-0
jewellers,1-0
jewelry,1-0-0
jewelry,1-0-0
jewelry,1-0
jewels,1-0
jewels,1
Jewess,1-0
Jewish,1-0
Jewishness,1-0-0
Jewry,1-0
Jews,1
jib,1
jibe,1
jibes,1
jiffy,1-0
jig,1
jiggle,1-0
jiggling,1-0-0
jiggling,1-0
jigs,1
Jigsaw,1-2
Jihad,1-0
Jihad,1-0
Jill,1
jillion,1-0
jillions,1-0
jilt,1
jilted,1-0
Jim,1
jimmied,1-0
Jimmy,1-0
Jin,1
Jing,1
jingle,1-0
jingles,1-0
jinks,1
jinx,1
jitney,1-0
jitterbug,1-0-2
jitterbugging,1-0-2-0
jitters,1-0
jittery,1-0-0
jive,1
jiving,1-0
Jo,1
Joan,1
job,1
job,1
jobber,1-0
Jobbers,1-0
jobless,1-0
jobs,1
Jobson,1-0
Jock,1
jockey,1-0
jockeying,1-0-0
jockeys,1-0
jocks,1
jocular,1-0-0
Joe,1
Joel,1-0
Joes,1
Joey,1-0
jog,1
jogged,1
jogger,1-0
joggers,1-0
jogging,1-0
jogging,1-0
jogs,1
Johannes,0-1-0
Johannesburg,2-1-0-0
John,1
Johnnie,1-0
Johnny,1-0
Johns,1
Johnson,1-0
Joie,1
join,1
joined,1
joiner,1-0
joinery,1-0-0
joining,1-0
joins,1
joint,1
jointed,1-0
jointed,1-0
jointed,1-0
jointly,1-0
joints,1
joist,1
joists,1
jojoba,0-1-0
joke,1
joked,1
joker,1-0
jokers,1-0
jokes,1
jokester,1-0
joking,1-0
jokingly,1-0-0
jollier,1-0-0
jollies,1-0
jolliest,1-0-0
jolly,1-0
jolt,1
jolted,1-0
jolting,1-0
jolts,1
Jonah,1-0
Jonathan,1-0-0
Jones,1
Joneses,1-0
Jordan,1-0
Jordans,1-0
Jose,2-1
Joseph,1-0
Joseph,1-0
Josephine,1-0-2
Josey,1-0
Josh,1
Joshua,1-0-0
Josie,1-0
Joss,1
jostle,1-0
jostled,1-0
jostling,1-0-0
jostling,1-0
jot,1
jotted,1-0
Joule,1
joules,1
jour,1
journal,1-0
journalism,1-0-2-0
journalist,1-0-0
journalist,1-0-0
journalistic,2-0-1-0
journalistically,2-0-1-0-0-0
journalistically,2-0-1-0-0
journalists,1-0-0
journalists,1-0-0
journalists,1-0-0
journalists,1-0-0
journals,1-0
journey,1-0
journeyed,1-0
journeying,1-0-0
journeyman,1-0-2
journeys,1-0
joust,1
jousting,1-0
jovial,1-0-0
Jovian,1-0-0
jowl,1
jowls,1
jowly,1-0
joy,1
Joyce,1
joyful,1-0
joyfully,1-0-0
joying,1-0
joyous,1-0
joyride,1-2
joyriding,1-2-0
joys,1
joystick,1-2
Jr,1-1
Jr,1-0
Juan,1
Juan,1
jubilant,1-0-0
jubilation,2-0-1-0
Jubilee,1-0-2
Jubilee,2-0-1
Judah,1-0
Judaism,1-0-2-0
Judaism,1-0-2-0
Judas,1-0
Jude,1
judge,1
judged,1
judgement,1-0
judgemental,0-1-0
judgements,1-0
judges,1-0
judgeship,1-2
judgeships,1-2
judging,1-0
judgment,1-0
judgmental,0-1-0
judgmental,0-1-0
judgments,1-0
judicial,0-1-0
judiciary,0-1-0-2-0
judicious,0-1-0
judiciously,0-1-0-0
Judith,1-0
Judith,1-0
judo,1-2
Judy,1-0
jug,1
juggernaut,1-0-2
juggle,1-0
juggled,1-0
juggler,1-0-0
juggler,1-0
jugglers,1-0-0
jugglers,1-0
juggles,1-0
juggling,1-0-0
juggling,1-0
jugs,1
jugular,1-0-0
juice,1
juices,1-0
juices,1-0
juicier,0-1-0
juiciest,1-0-0
juicy,1-0
jujitsu,0-1-2
Juju,1-0
juke,1
jukebox,1-2
jukeboxes,1-2-0
jukes,1
julep,1-0
juleps,1-0
Julian,1-0-0
Julian,1-0
Juliet,1-0-2
Julio,1-0-0
Julio,1-0-0
Julius,1-0
July,0-1
July,2-1
jumble,1-0
jumbled,1-0
jumbo,1-0
jumbos,1-2
jump,1
jumped,1
jumper,1-0
jumpers,1-0
jumping,1-0
jumps,1
